,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes
64,20230406170000,https://www.adn.com/alaska-life/advice/2023/04/06/ask-amy-my-husbands-siblings-exclude-non-family-including-me-from-their-gatherings/,1.08254397834912,AFFECT;BAN;TAX_FNCACT;TAX_FNCACT_OUTLAW;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;USPEC_POLITICS_GENERAL1;MEDIA_SOCIAL;TAX_FNCACT_BRIDE;TAX_FNCACT_JUDGE;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;,['facebook inc'],"BAN,EDUCATION,GENERAL_HEALTH,MEDICAL,TAX_DISEASE"
67,20230406170000,"https://www.claytodayonline.com/stories/keystone-heights-trading-post-removes-stigma-for-those-in-need,64183",3.76175548589342,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_STUDENTS;TAX_FNCACT_STUDENT;TAX_FNCACT_DIRECTOR;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_VOLUNTEERS;ECON_STOCKMARKET;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_HUNTER;TAX_FNCACT_COORDINATOR;AFFECT;,"[""mcdonald's corp""]","EDUCATION,ECON_STOCKMARKET,TAX_ETHNICITY"
84,20230406170000,https://www.thehindubusinessline.com/info-tech/using-ai-flowace-aims-to-democratise-employees-appraisal-process/article66706632.ece,1.19047619047619,TAX_FNCACT;TAX_FNCACT_EMPLOYEE;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_EMPLOYERS;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2704_EMPLOYER;TAX_FNCACT_MANAGERS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;UNGP_FORESTS_RIVERS_OCEANS;WB_841_JUSTICE_SYSTEM_ADMINISTRATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1211_HUMAN_RESOURCES;TECH_AUTOMATION;TAX_FNCACT_GUIDE;,"['facebook inc', 'twitter inc']",EDUCATION
101,20230406170000,https://www.chron.com/business/article/grains-lower-livestock-higher-17882361.php,-2.73972602739726,TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;WB_698_TRADE;TAX_FOODSTAPLES_WHEAT;TAX_FOODSTAPLES_CORN;TAX_FOODSTAPLES_SOYBEANS;,"['chicago mercantile exchange', 'chicago board of trade']",TAX_FOODSTAPLES
102,20230406170000,https://www.thewhig.com:443/news/local-news/quinte-trash-bash-returns-april-22,4.59518599562363,TAX_FNCACT;TAX_FNCACT_AUTHOR;TAX_FNCACT_PRINCE;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_FORESTS_RIVERS_OCEANS;LEADER;TAX_FNCACT_MAYOR;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_LEADERS;TAX_FNCACT_VOLUNTEER;,['facebook inc'],"GENERAL_HEALTH,MEDICAL"
112,20230406170000,https://www.msn.com/en-us/news/crime/idaho-murders-suspect-bryan-kohbelinger-investigated-for-potential-links-to-cases-in-pennsylvania-report-says/ar-AA19yf8h,-3.98009950248756,TAX_FNCACT;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;CRISISLEX_C07_SAFETY;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;LEGISLATION;EPU_POLICY_LAW;SECURITY_SERVICES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_1014_CRIMINAL_JUSTICE;WB_2082_LAW_ENFORCEMENT;ARREST;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_STUDENTS;TAX_FNCACT_STUDENT;TRIAL;TAX_FNCACT_PUBLIC_DEFENDER;WB_942_ACCESS_TO_JUSTICE;TAX_FNCACT_PROSECUTORS;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_ATTORNEY;TAX_FNCACT_DISTRICT_ATTORNEY;TAX_FNCACT_KILLER;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;WB_831_GOVERNANCE;WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_832_ANTI_CORRUPTION;MEDIA_MSM;TAX_FNCACT_JOURNALIST;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;TAX_WEAPONS;TAX_WEAPONS_GUN;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;SEIZE;DISASTER_FIRE;CRISISLEX_T01_CAUTION_ADVICE;USPEC_POLITICS_GENERAL1;UNGP_FORESTS_RIVERS_OCEANS;,['instagram'],"SOC_GENERALCRIME,LEGISLATION,SECURITY_SERVICES,ARREST,EDUCATION,TRIAL,TAX_WEAPONS,TAX_ETHNICITY,SEIZE"
118,20230406170000,https://www.wflx.com/2023/04/05/hugh-jackman-says-he-may-have-skin-cancer-again-urges-fans-wear-sunscreen/,0.735294117647059,TAX_FNCACT;TAX_FNCACT_ACTOR;TAX_DISEASE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_DISEASE_SKIN_CANCER;TAX_DISEASE_CARCINOMA;TAX_DISEASE_BASAL_CELL_CARCINOMA;CRISISLEX_C04_LOGISTICS_TRANSPORT;,['instagram'],TAX_DISEASE
123,20230406170000,https://963starcountry.iheart.com/content/2023-04-06-brothers-osbornes-john-osborne-brings-newborn-twins-home-from-the-hospital/,3.48837209302326,GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_FNCACT;TAX_FNCACT_ARTIST;TAX_FNCACT_WARRIOR;TAX_FNCACT_PRINCESS;TAX_FNCACT_BOSS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;,['instagram'],"GENERAL_HEALTH,MEDICAL"
135,20230406170000,https://570wkbn.iheart.com/content/2023-04-06-burglars-cut-hole-in-coffee-store-bathroom-to-gain-access-to-apple-store/,-5.93607305936073,CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;TAX_FNCACT_MANAGER;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_BURGLARS;TAX_DISEASE;TAX_DISEASE_FINGERPRINTS;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;TAX_ECON_PRICE;,['twitter inc'],"CRIME_COMMON_ROBBERY,SECURITY_SERVICES,TAX_DISEASE"
144,20230406170000,https://www.marketscreener.com/news/latest/S-P-Nasdaq-reverse-early-declines-to-edge-higher-monthly-jobs-data-eyed--43446989/,-1.81543116490166,MEDIA_SOCIAL;ECON_STOCKMARKET;UNEMPLOYMENT;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;GEN_HOLIDAY;EPU_POLICY;EPU_POLICY_FEDERAL_RESERVE;EPU_CATS_MONETARY_POLICY;TAX_FNCACT;TAX_FNCACT_CHIEF;ECON_CENTRALBANK;WB_1235_CENTRAL_BANKS;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_1234_BANKING_INSTITUTIONS;EPU_POLICY_CENTRAL_BANK;GENERAL_HEALTH;MEDICAL;CRISISLEX_CRISISLEXREC;TAX_FNCACT_OPERATOR;,"['alphabet inc', 'microsoft corp', 'apple inc', 'google', 'nasdaq inc', 'jpmorgan chase & co', 'citigroup inc']","ECON_STOCKMARKET,UNEMPLOYMENT,GEN_HOLIDAY,GENERAL_HEALTH,MEDICAL"
149,20230406170000,https://www.kimt.com/news/olmsted-county/rochester-woman-out-20k-in-online-fraud-case/article_b65704b0-d497-11ed-821c-bf342d95fe72.html,-4.08163265306122,TAX_FNCACT;TAX_FNCACT_WOMAN;CORRUPTION;WB_2019_ANTI_CORRUPTION_LEGISLATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2020_BRIBERY_FRAUD_AND_COLLUSION;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;EPU_CATS_REGULATION;TAX_FNCACT_CHILD;TAX_DISEASE;TAX_DISEASE_GAMBLING;ECON_MONEYLAUNDERING;WB_2076_MONEY_LAUNDERING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;,['microsoft corp'],"CORRUPTION,SECURITY_SERVICES,TAX_DISEASE"
151,20230406170000,https://www.thehindubusinessline.com/news/tn-govt-plans-a-10-lakh-sq-ft-it-park-in-tiruchi/article66707368.ece,0.581395348837209,TAX_FNCACT;TAX_FNCACT_MINISTER;TAX_ECON_PRICE;EPU_ECONOMY_HISTORIC;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_1202_INDUSTRIAL_ZONES;WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES;WB_346_COMPETITIVE_INDUSTRIES;TAX_ETHNICITY;TAX_ETHNICITY_TAMIL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TAMIL;TAX_FNCACT_WORKERS;RURAL;,"['facebook inc', 'twitter inc']",TAX_ETHNICITY
