,Unnamed: 0,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,ActualThemes
47,324,20230131234500,https://www.publishersweekly.com:443/pw/by-topic/childrens/childrens-authors/article/91418-sabaa-tahir-s-printz-win-disneyland-and-an-emotional-support-cat.html,1.30952380952381,TAX_FNCACT;TAX_FNCACT_AUTHOR;TAX_WORLDBIRDS;TAX_WORLDBIRDS_RAZORBILL;MEDIA_MSM;ECON_STOCKMARKET;TAX_FNCACT_PUBLISHER;USPEC_POLITICS_GENERAL1;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CAT;TAX_ETHNICITY;TAX_ETHNICITY_SAMI;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ETHNICITY_AMERICAN;TAX_DISEASE;TAX_DISEASE_SUBSTANCE_ABUSE;WB_1406_DISEASES;WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH;WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;AFFECT;GENERAL_HEALTH;MEDICAL;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CHILDREN;TAX_FNCACT_WRITER;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_BABY;,disney parks  experiences and products,"ECON_STOCKMARKET,GENERAL_HEALTH,MEDICAL,TAX_DISEASE,TAX_ETHNICITY"
48,338,20230131234500,https://apnews.com/article/business-highlights-233da8297f33b0928deb35a01985cf78,-0.269784172661871,EDUCATION;TAX_FNCACT;TAX_FNCACT_STUDENT;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;SOC_POINTSOFINTEREST_COLLEGES;WB_1854_METHANE;WB_1841_SHORT_LIVED_CLIMATE_POLLUTANTS;WB_579_CLIMATE_CHANGE_MITIGATION;WB_567_CLIMATE_CHANGE;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MANMADE_DISASTER_IMPLIED;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;EPU_ECONOMY_HISTORIC;ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_WORKERS;EPU_POLICY_FEDERAL_RESERVE;EPU_CATS_MONETARY_POLICY;GENERAL_HEALTH;MEDICAL;WB_1973_FINANCIAL_RISK_REDUCTION;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_337_INSURANCE;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;WB_625_HEALTH_ECONOMICS_AND_FINANCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1287_HEALTH_INSURANCE;EPU_CATS_HEALTHCARE;MILITARY;TAX_ECON_PRICE;TAX_ETHNICITY;TAX_ETHNICITY_AMERICANS;ENV_NATURALGAS;FUELPRICES;ECON_NATGASPRICE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;TAX_DISEASE;TAX_DISEASE_CORONAVIRUS;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_2167_PANDEMICS;UNGP_HEALTHCARE;KILL;TRAFFIC;ECON_STOCKMARKET;ECON_INTEREST_RATES;EPU_POLICY_INTEREST_RATES;TAX_FNCACT_WORKER;LEADER;TAX_FNCACT_LAWMAKERS;USPEC_POLITICS_GENERAL1;EPU_POLICY_LAWMAKERS;EPU_POLICY_CONGRESS;LEGISLATION;EPU_POLICY_LEGISLATION;DEMOCRACY;TAX_FNCACT_SENATORS;TAX_WORLDLANGUAGES_MASSACHUSETTS;AFFECT;DELAY;USPEC_UNCERTAINTY1;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_2934_COPPER;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_REGULATORS;EPU_CATS_REGULATION;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_WORLDFISH;TAX_WORLDFISH_SALMON;TAX_WORLDFISH_SOCKEYE_SALMON;ENV_FISHERY;VETO;TAX_FNCACT_CEO;TRIAL;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_137_WATER;WATER_SECURITY;UNGP_CLEAN_WATER_SANITATION;,"exxon mobil corporation, nasdaq inc, exxon mobil corporation, mcdonalds corp","DELAY,DEMOCRACY,ECON_INTEREST_RATES,ECON_STOCKMARKET,EDUCATION,ENV_FISHERY,ENV_NATURALGAS,FUELPRICES,GENERAL_GOVERNMENT,GENERAL_HEALTH,HEALTH_PANDEMIC,KILL,LEGISLATION,MANMADE_DISASTER_IMPLIED,MEDICAL,MILITARY,TAX_DISEASE,TAX_ETHNICITY,TRAFFIC,TRIAL,WATER_SECURITY"
49,354,20230131234500,https://www.autoevolution.com/news/ferrari-f12berlinetta-on-custom-wheels-looks-like-pure-automotive-candy-209527.html,0.606060606060606,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DOG;TAX_WORLDMAMMALS_HORSE;TAX_FNCACT;TAX_FNCACT_PILOT;TAX_FNCACT_OFFICIAL;TAX_ETHNICITY;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ITALIAN;ECON_STOCKMARKET;,instagram,"ECON_STOCKMARKET,TAX_ETHNICITY"
50,367,20230131234500,https://www.swfinstitute.org/news/95609/ex-goldman-am-kent-clark-executive-dies-at-58,0.398406374501992,TAX_FNCACT;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT_CHILDREN;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_829_FISCAL_DECENTRALIZATION;WB_874_LOCAL_FINANCE;WB_877_ASSET_MANAGEMENT;WB_445_FISCAL_POLICY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_MANAGER;TAX_FNCACT_LEADER;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CEO;,goldman sachs group inc,KILL
51,373,20230131234500,https://www.phoenixherald.com/news/273464406/three-uk-harnesses-data-to-drive-personalized-customer-experience-with-amdocs,3.04182509505703,TAX_FNCACT;TAX_FNCACT_OPERATOR;ECON_STOCKMARKET;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_ECONOMY_HISTORIC;WB_652_ICT_APPLICATIONS;WB_660_BUSINESS_INTELLIGENCE;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_INFORMATION_OFFICER;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;SOC_INNOVATION;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_EMPLOYEES;EPU_CATS_MIGRATION_FEAR_MIGRATION;TECH_AUTOMATION;EPU_POLICY;EPU_POLICY_REFORM;USPEC_POLICY1;EPU_UNCERTAINTY;TAX_DISEASE;TAX_DISEASE_COVID-19;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;ECON_INFLATION;,nasdaq inc,"ECON_STOCKMARKET,GENERAL_HEALTH,HEALTH_PANDEMIC,TAX_DISEASE"
52,376,20230131234500,https://liteonline.com/ixp/657/p/7-years-after-murder-idaho-killer-will-now-face-life-in-prison/,-5.23917995444191,KILL;CRISISLEX_T03_DEAD;TAX_FNCACT;TAX_FNCACT_CHILDREN;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;ARREST;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;TAX_FNCACT_SHERIFF;SOC_GENERALCRIME;TAX_FNCACT_MARSHALS;TRIAL;TAX_FNCACT_JUDGE;TAX_FNCACT_ATTORNEY;TAX_FNCACT_MARSHAL;AFFECT;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_CRIMINALS;LEGISLATION;EPU_POLICY_LAW;,netflix inc,"ARREST,KILL,LEGISLATION,SECURITY_SERVICES,SOC_GENERALCRIME,TRIAL"
53,377,20230131234500,https://www.marketwatch.com/articles/pfizer-vaccine-sales-covid-infections-51675202609,-0.813008130081301,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_ANALYSTS;TAX_DISEASE;TAX_DISEASE_COVID-19;TAX_FNCACT_CHIEF_FINANCIAL_OFFICER;TAX_DISEASE_COVID;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_INVESTOR;GENERAL_HEALTH;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_2167_PANDEMICS;TAX_FNCACT_CEO;TAX_DISEASE_INFECTION;TAX_DISEASE_INFLUENZA;WB_1421_INFLUENZA;WB_1406_DISEASES;WB_1415_COMMUNICABLE_DISEASE;TAX_FNCACT_CANDIDATE;TAX_DISEASE_FLU;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;TAX_DISEASE_DISEASE;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_C03_WELLBEING_HEALTH;WB_698_TRADE;,pfizer inc,"GENERAL_GOVERNMENT,GENERAL_HEALTH,HEALTH_PANDEMIC,HEALTH_VACCINATION,TAX_DISEASE"
55,384,20230131234500,https://www.wktv.com/news/focus-economy/wages-continue-to-rise-but-they-still-arent-keeping-pace-with-inflation/article_0daeae70-9fba-552a-9fe5-ef902ab2294f.html,0.575539568345324,TAX_FNCACT;TAX_FNCACT_EMPLOYERS;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2704_EMPLOYER;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_WORKERS;ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;EPU_POLICY;EPU_POLICY_FEDERAL_RESERVE;EPU_CATS_MONETARY_POLICY;ECON_INTEREST_RATES;EPU_POLICY_INTEREST_RATES;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2748_EMPLOYMENT;TAX_ECON_PRICE;TAX_FNCACT_ECONOMISTS;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;ECON_CENTRALBANK;WB_1235_CENTRAL_BANKS;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_1234_BANKING_INSTITUTIONS;USPEC_POLICY1;EPU_POLICY_CENTRAL_BANK;TAX_FNCACT_CHIEF;TAX_FNCACT_ECONOMIST;TAX_FNCACT_EMPLOYER;GENERAL_HEALTH;MEDICAL;RETIREMENT;WB_2896_RETIREMENT;EPU_CATS_HEALTHCARE;TAX_FNCACT_WORKER;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_EMPLOYEES;TAX_DISEASE;TAX_DISEASE_COVID-19;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;,"discovery inc, wells fargo & co","ECON_INTEREST_RATES,EDUCATION,GENERAL_HEALTH,HEALTH_PANDEMIC,MEDICAL,RETIREMENT,TAX_DISEASE"
56,387,20230131234500,https://quickcountry.com/ixp/204/p/cole-swindell-deluxe-album-stereotype-broken/,-0.697674418604651,TAX_FNCACT;TAX_FNCACT_HUNTER;MEDIA_MSM;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_ASS;URBAN;,instagram,"EDUCATION,URBAN"
57,400,20230131234500,http://www.westcentralsbest.com/lifestyles/entertainment/rebel-wilson-surprises-girlfriend-ramona-agruma-with-birthday-party/article_18861faa-660d-5600-a635-592e407f7792.html,4.47368421052632,TERROR;WB_2433_CONFLICT_AND_VIOLENCE;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2445_NON_STATE_SECURITY_ACTORS;USPEC_POLITICS_GENERAL1;TAX_FNCACT;TAX_FNCACT_ACTRESS;ECON_ENTREPRENEURSHIP;TAX_FNCACT_ENTREPRENEUR;CRISISLEX_T11_UPDATESSYMPATHY;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_PRINCE;TAX_FNCACT_PRINCESS;TAX_FNCACT_CHILD;TAX_FNCACT_BABY;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;MEDICAL;MEDIA_MSM;TAX_FNCACT_REPORTER;CRISISLEX_CRISISLEXREC;TAX_FNCACT_WOMEN;,instagram,"ECON_ENTREPRENEURSHIP,MEDICAL,TAX_FOODSTAPLES,TERROR"
58,401,20230131234500,https://www.crossville-chronicle.com/news/ap_news/charles-communications-associates-celebrates-20-years-in-2023-wine-marketing-agency-reflects-on-two-decades/article_c17974e0-2389-5377-9552-153c78887ab5.html,1.96078431372549,TAX_FNCACT;TAX_FNCACT_FOUNDER;TAX_FNCACT_ACTOR;TAX_FNCACT_VINTNER;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_ECONOMY_HISTORIC;UNGP_FORESTS_RIVERS_OCEANS;SOC_INNOVATION;IDEOLOGY;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_WOMEN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GALLOS;EDUCATION;WB_470_EDUCATION;ECON_STOCKMARKET;WB_698_TRADE;MEDIA_SOCIAL;MEDIA_MSM;,instagram,"ECON_STOCKMARKET,EDUCATION"
60,417,20230131234500,https://www.techdirt.com/tag/news-feed/,-2.17616580310881,TAX_FNCACT;TAX_FNCACT_EXECUTIVES;MEDIA_SOCIAL;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_FNCACT_LEADERS;MEDIA_CENSORSHIP;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_ADVERTISERS;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;USPEC_POLITICS_GENERAL1;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_PUBLISHER;SCIENCE;TAX_ECON_PRICE;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;ACT_MAKESTATEMENT;TRANSPARENCY;,facebook inc,"MEDIA_CENSORSHIP,SCIENCE,TRANSPARENCY"
61,419,20230131234500,http://www.msn.com/en-us/travel/news/royal-caribbean-celebrity-passengers-about-to-lose-a-big-perk/ar-AA16XBCf,8.30388692579505,EPU_ECONOMY_HISTORIC;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CAPTAIN;TAX_FNCACT;TAX_FNCACT_CAPTAIN;MARITIME;TAX_WORLDBIRDS;TAX_WORLDBIRDS_TUI;,royal caribbean cruises ltd,MARITIME
62,424,20230131234500,https://www.wicz.com/story/48279050/alec-baldwin-has-been-formally-charged-in-rust-shooting,-7.1969696969697,TAX_FNCACT;TAX_FNCACT_PRODUCER;TRIAL;TAX_FNCACT_ATTORNEY;TAX_FNCACT_DISTRICT_ATTORNEY;TAX_FNCACT_ARMORER;SOC_GENERALCRIME;TAX_FNCACT_ATTORNEYS;CRISISLEX_CRISISLEXREC;TAX_FNCACT_ASSISTANT;TAX_FNCACT_DIRECTOR;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;UNGP_FORESTS_RIVERS_OCEANS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;JUSTICE;UNGP_CRIME_VIOLENCE;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;CRISISLEX_T03_DEAD;TAX_FNCACT_CINEMATOGRAPHER;KILL;TAX_FNCACT_PROSECUTORS;TAX_FNCACT_GUARD;TAX_FNCACT_REPRESENTATIVES;TAX_FNCACT_PROSECUTOR;CRISISLEX_C07_SAFETY;CRISISLEX_T11_UPDATESSYMPATHY;TAX_DISEASE;TAX_DISEASE_MISCARRIAGE;EPU_CATS_MIGRATION_FEAR_FEAR;ARREST;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;,discovery inc,"ARREST,KILL,LEGISLATION,SOC_GENERALCRIME,TAX_DISEASE,TRIAL"
63,426,20230131234500,https://www.nbcbayarea.com/news/national-international/nikki-secondino-instagram-model-accused-of-nyc-murder-over-laptop-argument/3144286/,-12.4236252545825,TRIAL;SOC_GENERALCRIME;TAX_FNCACT;TAX_FNCACT_FATHER;EPU_CATS_MIGRATION_FEAR_FEAR;KILL;TAX_FNCACT_PROSECUTORS;UNGP_FORESTS_RIVERS_OCEANS;PROTEST;STRIKE;MEDICAL;CRISISLEX_C07_SAFETY;CRISISLEX_CRISISLEXREC;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;CRISISLEX_T03_DEAD;RAPE;UNGP_CRIME_VIOLENCE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;TAX_FNCACT_CRIMINAL;TAX_FNCACT_WOMAN;CRISISLEX_T02_INJURED;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_ATTORNEY;TAX_FNCACT_DISTRICT_ATTORNEY;JUSTICE;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;,instagram,"KILL,MEDICAL,PROTEST,RAPE,SOC_GENERALCRIME,STRIKE,TRIAL"
64,440,20230131234500,https://www.fool.com.au/2023/02/01/these-were-the-best-performing-asx-200-shares-in-january-3/,1.44927536231884,ENV_MINING;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_PERFORMER;EPU_ECONOMY_HISTORIC;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;,goldman sachs group inc,"ENV_MINING,TAX_ETHNICITY"
65,442,20230131234500,https://www.fool.com.au/2023/02/01/why-i-think-the-challenger-share-price-could-be-a-top-performer-in-2023/,3.18725099601594,TAX_ECON_PRICE;CRISISLEX_T11_UPDATESSYMPATHY;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;TAX_FNCACT_CEO;EPU_POLICY_INTEREST_RATE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_ADVISERS;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;ECON_TAXATION;USPEC_POLICY1;EPU_POLICY_TAX;EPU_CATS_TAXES;TAX_FNCACT_BABY;,challenger tractor,"ECON_INTEREST_RATES,ECON_TAXATION,RETIREMENT"
66,450,20230131234500,https://www.blogto.com/radar/2023/01/disney-themed-market-mississauga/,-1.66083916083916,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_2083_OCCUPATIONAL_HEALTH_AND_SAFETY;WB_2201_FIRE_OCCUPATIONAL_SAFETY;WB_1786_ENVIRONMENTAL_SUSTAINABILITY;TAX_FNCACT;TAX_FNCACT_EVENT_PLANNER;TAX_FNCACT_ARTISANS;CRISISLEX_C07_SAFETY;TRAFFIC;TAX_FNCACT_CHILDREN;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;WB_168_ROADS_AND_HIGHWAYS;WB_135_TRANSPORT;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;USPEC_UNCERTAINTY1;SECURITY_SERVICES;TAX_FNCACT_POLICE;PROTEST;DISASTER_FIRE;CRISISLEX_T01_CAUTION_ADVICE;TAX_FNCACT_MARSHALS;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_SUPERVISOR;STRIKE;,"instagram, disney parks  experiences and products, facebook inc","MANMADE_DISASTER_IMPLIED,PROTEST,SECURITY_SERVICES,STRIKE,TRAFFIC"
